Phase Field,Target
Bi Nd Pd,0
Bi Ni Sm,0
Ba Ge Sr Zn,0
Gd Ge Mo Ti,0
Dy Ge Mo Ti,0
Ge Ho Mo Ti,0
Er Ge Mo Ti,0
Ge Mo Ti Tm,0
Ge Lu Mo Ti,0
Gd Ge Sm Ti,0
Gd Ge Ti Y,0
Gd Ge Hf Ti,0
Gd Ge Ti V,0
Gd Ge Nb Ti,0
Gd Ge Pb Ti,0
Ga Ge Tm,0
Ca Ge Pr,0
Ca Ge Nd,0
Ca Ge Sm,0
Ca Gd Ge,0
Ca Ge Tb,0
Ca Dy Ge,0
Ca Ge Ho,0
Ca Er Ge,0
Ba Cu Ge Sr,0
Ga Pd Sr,0
Au Ga Mg,0
Ga Re Zn,0
Ni Sb Sn Zr,0
Bi Cu Ir,0
Ca Ce Fe Sb,0
Al Cu Ga La,0
Al Ce Cu Ga,0
Al Cu Ga Pr,0
Al Cu Eu Ga,0
Au Na Zn,0
Ga Nd Sb,0
Ba Ge Na,0
Ba Bi K Sn,0
Ge Ta Zr,0
Eu Sb Sn,0
La Sb Sc,0
Hg In Sr,0
Ba Ru Sn,0
Ba Rh Sn,0
Bi Ce Ni Sb,0
Ba Pd Zn,0
Ba Cd Li Sb,0
Ca Co Ga,0
Ca Cu Hg,0
Ca Cu Ni,0
Ca Mg Pb,0
Ca Mn,0
Ca Ni Y,1
Cd Ce Tl,0
Cd Dy Ga,1
Cd Er Ga,1
Cd Eu Pb,0
Cd Eu Sn,0
Cd Ga Gd,1
Cd Ga Nd,0
Cd Ga Pr,0
Cd Ga Sm,1
Cd K Sn,0
Cd La Tl,0
Co Ga Mn Ni,0
Fe Ga Mn Ni,0
La Rh Sb,0
Eu Ir Mg,0
Ca Mg Rh,0
Eu Mg Rh,0
Pt Sr Zn,0
Eu Pt Sr Zn,0
Bi Na Zn,0
Au Ge Tm,0
Al Mn Ru Yb,0
Al Fe Mn Yb,0
Mn Rb Sb Zn,0
Cu In Rh Yb,1
Pb Pr Zn,0
Nd Pb Zn,0
Mn Pr Sb,0
Au Mo Zn,0
Au Cr Zn,0
Al Cr Fe Gd,0
Al Cr Fe Yb,0
Ba Ge Ir Mg,0
Cd Nd Tl,0
Cd Np,0
Cd Pb Sr,0
Cd Pb Yb,1
Cd Pr Tl,0
Cd Pu,0
Cd Sm Tl,0
Cd Sn Yb,1
Cd Tl,0
Ce Co Sm Zr,1
Ce Cu La,0
Ce Cu Pb,0
Ce Cu Y,0
Ce Dy,0
Ce Eu Ge,0
Ce Fe Ni Tb,1
Ce Fe Re,0
Ce Fe Sn,0
Ce Fe Th,1
Ce Fe Ti,0
Ce Gd Ge,0
Ce Gd Os,1
Ce Ge La,0
Au Ir Os,0
Bi Co Fe Tb,0
Cu Ru,0
Cd Mn Rb Sb,0
Au Ge K Rb,0
Ge In La Mn,0
Li Sb Yb,0
Ce In Zn,0
Ce La Pt,0
Ce Mn Zr,1
Co Hf Mo,0
Co Hf Ni,0
Co Hf Re,0
Co Hf W,0
Co Ho Ti,1
Co Ho V,1
Co La Sm Zr,1
Co La Y,1
Co La Zn,0
Ga In,0
Pb Rh Sm,0
Cu Ge Ti,0
Hf Nb Ta Ti Zr,0
Al Au Cu,0
Bi In Pd,1
Bi Pd Tl,1
Bi Ga Pd,1
Pd Sb Tl,1
Bi Pt Tl,1
Ce Ge In Mn,0
Ge In Mn Pr,0
Ge In Mn Nd,0
Ge In Mn Sm,0
Gd Ge In Mn,0
Cs Cu Sn,0
Pt Sb Ti,0
Bi Ti Zn,0
Al Gd Ge Zn,0
Ga Os Tb,0
Co Gd Nd,1
Co Gd Sm,0
Co Gd Ti,0
Ni Sb Sn Ti Zr,0
Ni Sb Sn Ti,0
Bi Ge Sn,0
Ge Sb Sn,0
Al Hf Rh Zr,0
Al Os Th,0
Dy Fe Pr,1
Ce Ge In Rh,0
Ge Pb Sr,0
Ca Ge Pb Sr,0
Ca Ge Sn Sr,0
Ge Sn Yb,0
Bi Eu Mn,0
Ba Ga Ge Mg,0
Ag Ca La Sb,0
Ag Ca Pr Sb,0
Ag Ca Nd Sb,0
Ag Ca Sb Sm,0
Ru Sn Tb,0
Dy Ru Sn,0
Al Fe Ge Mg Y,0
Cu Rb Sn,0
Rb Sn Zn,0
Cs Sn Zn,0
Ca Ge In Li,0
Fe Nb Pd Sb,0
Co Nb Pd Sb,0
Nb Ni Pd Sb,0
Eu Ge In,0
Ge In Sr,0
Gd Sb U,0
Ho Sb U,0
Au Ca Pb,0
Ce Tl Zn,0
Ce U Zn,0
Co Cr Ho,1
Co Cr Pr,0
Co Cr Ta,1
Co Dy Fe Ti,0
Co Dy Fe V,0
Co Dy Ti,0
Co Dy V,0
Co Er Fe Mn Pr,0
Co Er Fe Pr,1
Co Er Fe Sm Ti,0
Co Er Fe Ti,0
Co Er Mn Pr,1
Ag Ce In Pd,0
Ge Rb Zn,0
Al Er Fe Ge Mg,0
Ba Ge Li Mg,0
Ca Ge Li Mg,0
Cr Fe Ge Sb,1
Fe Ge Mn Sb,1
Co Er Pr,1
Co Er Zr,1
Co Fe Ga Nd,0
Co Fe Ga Pr,0
Co Fe Ga Y,0
Co Fe Ga Zr,1
Co Fe Ho Ti,0
Co Fe Mn Tm,1
Co Fe Mn Yb,1
Co Fe Mn Zr,1
Co Fe Nb,1
Co Fe Nd Sm,0
Co Fe Nd V,0
Co Fe Pr Sm Ti,0
Co Fe Pr Sm Zr,1
Co Fe Re Y,0
Co Fe Sm Ti,0
Co Fe Sm V,0
Co Fe Tb W,0
Co Fe Ti,0
Co Fe Tm,1
Co Fe V Y,0
Co Fe W Y,0
Co Fe Yb,1
